playerID,year_ID,WAR
aldremi01,1991,-0.41
aldremi01,1993,1.23
aldremi01,1994,0.31
aldremi01,1995,-0.1
aldremi01,1995,0.59
aldremi01,1996,-0.35
aldremi01,1996,-0.02
aldrico01,2001,-0.22
aldrico01,2010,-0.21
alenoch01,1941,0.35
alenoch01,1942,-0.12
alenoch01,1943,0.05
alenoch01,1944,-1.01
alexada01,1929,5.1
alexada01,1930,3.02
alexada01,1931,1.93
alexada01,1932,3.77
alexada01,1932,0.08
alexada01,1933,0.05
alexaga01,1975,-0.14
alexaga01,1976,-0.5
alexaga01,1977,0.46
alexaga01,1978,1.35
alexaga01,1978,0.08
alexaga01,1979,-0.1
alexaga01,1980,-0.64
alexaga01,1981,0.1
alexahu01,1937,-0.25
alexama01,1973,0.04
alexama01,1974,-0.24
alexama01,1975,-0.49
alexama01,1976,-0.73
alexama01,1977,-0.68
alexama01,1978,0.01
alexama01,1979,0.47
alexama01,1980,0.33
alexama01,1981,0.3
alexama02,1992,-0.02
alexama02,1993,-0.01
alexama02,1995,0
alexama02,1996,-1.28
alexama02,1997,0.3
alexama02,1997,0.7
alexama02,1998,-1.04
alexama02,1999,0.22
alexama02,2000,-0.72
alexama02,2004,-0.05
alexama02,2005,-0.22
alexama02,2006,-0.16
alexani01,1884,-0.54
alexani01,1884,-0.16
alexawa01,1912,-0.71
alexawa01,1913,-0.46
alexawa01,1915,1.14
alexawa01,1915,-0.02
alexawa01,1916,1.37
alexawa01,1917,-0.35
alfarja01,2004,-0.18
alfarjo01,2016,-0.35
alfarjo01,2017,0.74
alfarjo01,2018,1.63
alfarjo01,2019,1.25
alfarjo01,2020,-0.33
alfoned01,1995,0.69
alfoned01,1996,1.01
alfoned01,1997,6.21
alfoned01,1998,2.68
alfoned01,1999,6.04
alfoned01,2000,6.42
alfoned01,2001,1.56
alfoned01,2002,5
alfoned01,2003,0.29
alfoned01,2004,0.55
alfoned01,2005,-1
alfoned01,2006,-0.63
alfoned01,2006,-0.06
alfonel01,2006,0.7
alfonel01,2007,0.03
alfonel01,2008,-0.36
alfonel01,2009,-0.22
alfonel01,2010,-0.22
alfonel01,2011,0.05
alforan01,2017,0.23
alforan01,2018,-0.22
alforan01,2019,-0.22
alforan01,2020,-0.06
alforan01,2020,-0.16
alicelu01,1988,-1.3
alicelu01,1991,-0.26
alicelu01,1992,1.5
alicelu01,1993,1.53
alicelu01,1994,1.14
alicelu01,1995,2.28
alicelu01,1996,1.06
alicelu01,1997,2.9
alicelu01,1998,1.8
alicelu01,1999,0.1
alicelu01,2000,1.07
alicelu01,2001,0.26
alicelu01,2002,-0.13
allanan01,1986,-1.04
allanan01,1987,0.19
allanan01,1988,1.72
allanan01,1989,0.22
allanan01,1991,0.24
allanan01,1992,-0.13
allanan01,1993,-0.16
allanan01,1995,-0.24
allenau01,2019,-0.35
allenau01,2020,-0.18
allenbe01,1962,2.22
allenbe01,1963,0.1
allenbe01,1964,0.66
allenbe01,1965,-0.16
allenbe01,1966,0.28
allenbe01,1967,0.34
allenbe01,1968,0.54
allenbe01,1969,1.94
allenbe01,1970,1
allenbe01,1971,1.73
allenbe01,1972,0.76
allenbe01,1973,0.01
allenbe01,1973,-0.08
allenbo01,1890,3.78
allenbo01,1891,0.56
allenbo01,1892,3.12
allenbo01,1893,2.99
allenbo01,1894,0.07
allenbo01,1897,1.15
allenbo01,1900,-0.1
allenbo02,1919,-0.35
allenbr01,2009,-0.92
allenbr01,2010,0.25
allenbr01,2011,0.11
allenbr01,2011,-0.32
allenbr01,2012,0
allenbr01,2012,-0.12
allench01,1999,-0.83
allench01,2000,-0.08
allench01,2001,-0.03
allench01,2002,-0.12
allench01,2003,0.01
allench01,2004,-0.35
allench01,2005,-0.27
allendi01,1963,-0.03
allendi01,1964,8.8
allendi01,1965,6.38
allendi01,1966,7.54
allendi01,1967,5.32
allendi01,1968,3.51
allendi01,1969,3.65
allendi01,1970,2.31
allendi01,1971,5.44
allendi01,1972,8.6
allendi01,1973,2.94
allendi01,1974,3.83
allendi01,1975,-0.51
allendi01,1976,0.74
allendi01,1977,0.24
allendu01,2000,0.34
allendu01,2000,-0.28
allenet01,1926,-0.02
allenet01,1927,0.52
allenet01,1928,0.41
allenet01,1929,0.79
allenet01,1930,-0.15
allenet01,1930,0.15
allenet01,1931,1.71
allenet01,1932,-1.23
allenet01,1933,-0.54
allenet01,1934,2.83
allenet01,1935,1.69
allenet01,1936,0.45
allenet01,1936,0.05
allenet01,1937,-0.09
allenet01,1938,-0.03
allenga01,1979,-0.24
allenga01,1980,0.89
allenga01,1981,0.35
allenga01,1982,0.82
allenga01,1983,0.05
allenga01,1984,-0.17
allenga01,1985,-0.41
allengr01,2017,-0.17
allengr01,2018,0.63
allengr01,2019,0.48
allengr01,2020,-0.04
allengr01,2020,0.09
allenha01,1872,0.15
allenha02,1966,0.38
allenha02,1967,-1.56
allenha02,1968,-0.99
allenha02,1969,0.18
allenha02,1970,-0.05
allenha02,1970,-0.34
allenha02,1972,-0.37
allenha02,1973,-0.65
allenhe01,1884,0.08
allenho01,1919,-0.17
allenja01,1879,-0.53
allenja01,1879,-0.35
allenja02,1983,-0.38
allenje01,1996,-0.39
allenje01,1997,-0.99
allenje01,1998,0.02
allenje01,1998,-0.38
allenje01,1998,1.63
allenje01,1999,0.03
allenki01,1980,0.21
allenki01,1981,-0.28
allenlu01,2002,-0.02
allenlu01,2003,-0.08
allenmy01,1886,-0.06
allenmy01,1887,0.61
allenmy01,1888,-0.1
allenni01,1914,-0.21
allenni01,1915,-1.16
allenni01,1916,-0.29
allenni01,1918,0.61
allenni01,1919,0.27
allenni01,1920,0.53
allenpe01,1893,-0.16
allenro01,1972,-0.16
allenro02,1983,-0.27
allenro02,1984,0.08
allenro02,1988,-0.23
allensl01,1910,-0.5
alleyge01,1963,-0.12
alleyge01,1964,0.8
alleyge01,1965,4.38
alleyge01,1966,5.29
alleyge01,1967,4.79
alleyge01,1968,5.15
alleyge01,1969,0.71
alleyge01,1970,1.77
alleyge01,1971,-0.32
alleyge01,1972,1.9
alleyge01,1973,-0.19
alliebo01,1975,-0.21
alliega01,1954,-1.35
allisan01,1872,-0.5
allisar01,1871,0.35
allisar01,1872,-0.05
allisar01,1873,0.16
allisar01,1875,-0.08
allisar01,1875,-0.13
allisar01,1876,-0.02
allisbi01,1872,-0.12
allisbo01,1958,-0.32
allisbo01,1959,1.42
allisbo01,1960,2.4
allisbo01,1961,2.15
allisbo01,1962,4.63
allisbo01,1963,7.38
allisbo01,1964,6.42
allisbo01,1965,4.18
allisbo01,1966,0.74
allisbo01,1967,2.83
allisbo01,1968,2.07
allisbo01,1969,-0.02
allisbo01,1970,0.23
allisdo01,1871,0.92
allisdo01,1872,0.74
allisdo01,1872,0.64
allisdo01,1873,-0.09
allisdo01,1873,0.47
allisdo01,1874,0.68
allisdo01,1875,1.49
allisdo01,1876,1.45
allisdo01,1877,0.09
allisdo01,1878,0.47
allisdo01,1879,-0.09
allisdo01,1883,0.08
allismi01,1913,0.03
allismi01,1914,0.05
allismi01,1916,0.17
allismi01,1917,-0.26
allrebe01,1989,0.21
allrebe01,1990,-0.14
allrebe01,1991,0.72
almadme01,1933,0.58
almadme01,1934,-0.27
almadme01,1935,0.38
almadme01,1936,-1.59
almadme01,1937,-0.65
almadme01,1937,2.1
almadme01,1938,1.45
almadme01,1938,-0.2
almadme01,1939,-0.55
almadme01,1939,-0.71
almeira01,1911,0.43
almeira01,1912,0.1
almeira01,1913,0.47
almonab01,2013,0.23
almonab01,2014,0.67
almonab01,2014,0.04
almonab01,2015,1.09
almonab01,2015,-0.25
almonab01,2016,0.61
almonab01,2017,-0.04
almonab01,2018,-0.73
almonab01,2019,0.59
almonab01,2020,-0.16
almonbi01,1974,0.03
almonbi01,1975,-0.02
almonbi01,1976,0.23
almonbi01,1977,2.03
almonbi01,1978,0.06
almonbi01,1979,-0.47
almonbi01,1980,-0.27
almonbi01,1980,-0.4
almonbi01,1981,2.13
almonbi01,1982,0.49
almonbi01,1983,0.58
almonbi01,1984,-1.18
almonbi01,1985,1.55
almonbi01,1986,0.23
almonbi01,1987,0.12
almonbi01,1987,-0.29
almonbi01,1988,-0.19
almoner01,2001,0.08
almoner01,2003,-0.42
almoner01,2011,-0.65
almonzo01,2013,-0.43
almonzo01,2014,-0.38
almoral01,2016,0.69
almoral01,2017,1.23
almoral01,2018,2
almoral01,2019,-0.98
almoral01,2020,-0.1
alomaro01,1988,4.35
alomaro01,1989,4.46
alomaro01,1990,3.41
alomaro01,1991,4.57
alomaro01,1992,6.64
alomaro01,1993,6.12
alomaro01,1994,2.25
alomaro01,1995,2.7
alomaro01,1996,5.28
alomaro01,1997,3.43
alomaro01,1998,3.77
alomaro01,1999,7.42
alomaro01,2000,5.58
alomaro01,2001,7.31
alomaro01,2002,0.58
alomaro01,2003,0.07
alomaro01,2003,-0.2
alomaro01,2004,0.08
alomaro01,2004,-0.8
alomasa01,1964,0.29
alomasa01,1965,0.81
alomasa01,1966,-0.62
alomasa01,1967,-0.13
alomasa01,1967,-0.44
alomasa01,1968,-0.92
alomasa01,1969,-0.39
alomasa01,1969,0.11
alomasa01,1970,2.34
alomasa01,1971,5.19
alomasa01,1972,1.84
alomasa01,1973,1.21
alomasa01,1974,-0.19
alomasa01,1974,0.75
alomasa01,1975,1.28
alomasa01,1976,-0.05
alomasa01,1977,-0.28
alomasa01,1978,-0.28
alomasa02,1988,-0.03
alomasa02,1989,-0.07
alomasa02,1990,2.37
alomasa02,1991,-0.55
alomasa02,1992,1.56
alomasa02,1993,0.85
alomasa02,1994,2.1
alomasa02,1995,1.31
alomasa02,1996,1.02
alomasa02,1997,3.88
alomasa02,1998,-0.22
alomasa02,1999,0.45
alomasa02,2000,0.55
alomasa02,2001,0.22
alomasa02,2002,0.66
alomasa02,2002,-0.19
alomasa02,2003,0.24
alomasa02,2004,-0.01
alomasa02,2005,-0.19
alomasa02,2006,0.01
alomasa02,2006,-0.18
alomasa02,2007,-0.08
alonspe01,2019,5.17
alonspe01,2020,0.29
alonsyo01,2010,-0.04
alonsyo01,2011,0.22
alonsyo01,2012,1.49
alonsyo01,2013,0.83
alonsyo01,2014,1.3
alonsyo01,2015,1.88
alonsyo01,2016,-0.2
alonsyo01,2017,1.65
alonsyo01,2017,0.37
alonsyo01,2018,1.63
alonsyo01,2019,-1.01
alonsyo01,2019,0.07
aloufe01,1958,1.22
aloufe01,1959,1.14
aloufe01,1960,1.43
aloufe01,1961,2.91
aloufe01,1962,5.33
aloufe01,1963,5.24
aloufe01,1964,2.1
aloufe01,1965,5.47
aloufe01,1966,6.28
aloufe01,1967,0.94
aloufe01,1968,6.49
aloufe01,1969,0.69
aloufe01,1970,2.13
aloufe01,1971,0.78
aloufe01,1971,0.1
aloufe01,1972,1.59
aloufe01,1973,-0.13
aloufe01,1973,-1.34
aloufe01,1974,-0.1
alouje01,1963,-0.34
alouje01,1964,0.2
alouje01,1965,2.34
alouje01,1966,-1.83
alouje01,1967,0.41
alouje01,1968,-0.8
alouje01,1969,-1.73
alouje01,1970,0.45
alouje01,1971,1.54
alouje01,1972,0.16
alouje01,1973,-0.2
alouje01,1973,0.12
alouje01,1974,0.32
alouje01,1975,-0.42
alouje01,1978,0.22
alouje01,1979,0.35
alouma01,1960,0
alouma01,1961,1.19
alouma01,1962,1.03
alouma01,1963,-0.86
alouma01,1964,0.65
alouma01,1965,-1.19
alouma01,1966,3.32
alouma01,1967,3.9
alouma01,1968,5.4
alouma01,1969,4.62
alouma01,1970,-0.4
alouma01,1971,3.03
alouma01,1972,0.47
alouma01,1972,1.44
alouma01,1973,1.39
alouma01,1973,-0.14
alouma01,1974,-0.82
aloumo01,1990,-0.12
aloumo01,1990,-0.08
aloumo01,1992,2.49
aloumo01,1993,2.46
aloumo01,1994,5.06
aloumo01,1995,1.2
aloumo01,1996,1.22
aloumo01,1997,3.47
aloumo01,1998,6.17
aloumo01,2000,2.64
aloumo01,2001,2.95
aloumo01,2002,0.25
aloumo01,2003,1.08
aloumo01,2004,3.97
aloumo01,2005,3.4
aloumo01,2006,1.4
aloumo01,2007,2.25
aloumo01,2008,0.07
alperwh01,1906,0.92
alperwh01,1907,2.11
alperwh01,1908,-0.83
alperwh01,1909,-0.07
alstode01,1977,0.18
alstode01,1978,-0.06
alstode01,1978,-1.88
alstode01,1979,0.02
alstode01,1980,-0.45
alstoto01,1954,-0.06
alstoto01,1955,-0.08
alstoto01,1956,0.02
alstoto01,1957,-0.11
alstowa01,1936,-0.03
altenje01,1916,0.14
altenje01,1917,-0.2
altheaa01,2014,0.01
altheaa01,2015,1.81
altheaa01,2016,-0.18
altheaa01,2017,1.76
altheaa01,2018,-0.87
altheaa01,2019,-0.39
altheaa01,2019,-0.49
altheaa01,2019,-0.03
altizda01,1906,1.66
altizda01,1907,1.99
altizda01,1908,0.49
altizda01,1908,0.4
altizda01,1909,2.54
altizda01,1910,0.32
altizda01,1911,0.18
altmage01,1959,2.33
altmage01,1960,1.17
altmage01,1961,4.12
altmage01,1962,3.79
altmage01,1963,2.87
altmage01,1964,0.16
altmage01,1965,-0.17
altmage01,1966,-0.96
altmage01,1967,-0.28
altobjo01,1955,-0.55
altobjo01,1957,-0.36
altobjo01,1961,-0.02
altroni01,1912,-0.03
altroni01,1929,0.04
altroni01,1931,-0.01
altroni01,1933,-0.03
altuvjo01,2011,0.61
altuvjo01,2012,1.44
altuvjo01,2013,1.13
altuvjo01,2014,5.5
altuvjo01,2015,3.98
altuvjo01,2016,7.9
altuvjo01,2017,7.62
altuvjo01,2018,4.76
altuvjo01,2019,3.76
altuvjo01,2020,-0.24
alusige01,1958,-0.04
alusige01,1961,-0.29
alusige01,1962,-0.05
alusige01,1962,0.97
alusige01,1963,0.87
alusige01,1964,0.08
alvarcl01,2000,-0.06
alvarda02,2015,-0.03
alvarda02,2016,0.13
alvared01,2020,-0.06
alvarga01,1998,-0.95
alvarga01,1999,-0.22
alvarga01,2000,-0.01
alvarga01,2000,-0.25
alvarlu01,1968,-0.44
alvarlu01,1969,-0.13
alvarlu01,1970,0.22
alvarlu01,1971,-0.93
alvarlu01,1972,-0.72
alvarlu01,1973,-0.37
alvarlu01,1974,-0.16
alvarlu01,1974,-0.24
alvarlu01,1974,-0.12
alvarlu01,1976,-0.23
alvarlu01,1977,-0.03
alvarlu01,1977,0.01
alvaror01,1973,0
alvaror01,1974,-0.01
alvaror01,1975,-0.02
alvaror01,1976,-0.34
alvaros01,1958,-0.53
alvaros01,1959,0.04
alvarpe01,2010,0.55
alvarpe01,2011,-1.83
alvarpe01,2012,2.6
alvarpe01,2013,3.31
alvarpe01,2014,-0.64
alvarpe01,2015,0.12
alvarpe01,2016,0.93
alvarpe01,2017,0.1
alvarpe01,2018,-0.08
alvarro01,1960,-0.1
alvarro01,1962,-0.38
alvarto01,2002,0.12
alvarto01,2004,-0.26
alvaryo01,2019,3.73
alvaryo01,2020,0.05
alvisma01,1962,-0.43
alvisma01,1963,3.74
alvisma01,1964,0.74
alvisma01,1965,1.29
alvisma01,1966,0.99
alvisma01,1967,2.33
alvisma01,1968,1.38
alvisma01,1969,-0.83
alvisma01,1970,-0.9
