playerID,Name,bats,throws,debut,final,NumYears
bereja01,Jason Bere,R,R,1993,2003,11
berenju01,Juan Berenguer,R,R,1978,1992,15
bergebi01,Bill Bergen,R,R,1901,1911,11
bergewa01,Wally Berger,R,R,1930,1940,11
bergmda01,Dave Bergman,L,L,1975,1992,17
bergmo01,Moe Berg,R,R,1923,1939,15
berkmla01,Lance Berkman,B,L,1999,2013,15
bernato01,Tony Bernazard,B,R,1979,1991,10
berrada01,Dale Berra,R,R,1977,1987,11
berrayo01,Yogi Berra,L,R,1946,1965,19
berrera01,Ray Berres,R,R,1934,1945,11
berroge01,Geronimo Berroa,R,R,1989,2000,11
berrych02,Charlie Berry,R,R,1925,1938,11
berryda01,Damon Berryhill,B,R,1987,1997,10
berryke01,Ken Berry,R,R,1962,1975,14
berryse01,Sean Berry,R,R,1990,2000,11
bertore01,Reno Bertoia,R,R,1953,1962,10
beschbo01,Bob Bescher,B,L,1908,1918,11
betanra01,Rafael Betancourt,R,R,2003,2015,12
betemwi01,Wilson Betemit,B,R,2001,2013,11
bettshu01,Huck Betts,R,R,1920,1935,10
bevacku01,Kurt Bevacqua,R,R,1971,1985,15
bibbyji01,Jim Bibby,R,R,1972,1984,12
bicheda01,Dante Bichette,R,R,1988,2001,14
bielemi01,Mike Bielecki,R,R,1984,1997,14
bierblo01,Lou Bierbauer,L,R,1886,1898,13
bigbeca01,Carson Bigbee,L,R,1916,1926,11
biggicr01,Craig Biggio,R,R,1988,2007,20
biittla01,Larry Biittner,L,L,1970,1983,14
bilkost01,Steve Bilko,R,R,1949,1962,10
billija01,Jack Billingham,R,R,1968,1980,13
billijo01,Josh Billings,R,R,1913,1923,11
birddo01,Doug Bird,R,R,1973,1983,11
bishoma01,Max Bishop,L,R,1924,1935,12
blackbu02,Buddy Black,L,L,1981,1995,15
blackch02,Charlie Blackmon,L,L,2011,2020,10
blackew01,Ewell Blackwell,R,R,1942,1955,10
blackti01,Tim Blackwell,B,R,1974,1983,10
bladera01,Ray Blades,R,R,1922,1932,10
blaehge01,George Blaeholder,R,R,1925,1936,11
blairpa01,Paul Blair,R,R,1964,1980,17
blairwi01,Willie Blair,R,R,1990,2001,12
blakeca01,Casey Blake,R,R,1999,2011,13
blakesh01,Sheriff Blake,B,R,1920,1937,10
blancan01,Andres Blanco,B,R,2004,2017,10
blancgr01,Gregor Blanco,L,L,2008,2018,10
blanche01,Henry Blanco,R,R,1997,2013,16
blantjo01,Joe Blanton,R,R,2004,2017,13
blasido01,Don Blasingame,L,R,1955,1966,12
blasiwa01,Wade Blasingame,L,L,1963,1972,10
blassst01,Steve Blass,R,R,1964,1974,10
blausje01,Jeff Blauser,R,R,1987,1999,13
blevije01,Jerry Blevins,L,L,2007,2019,13
bloodji01,Jimmy Bloodworth,R,R,1937,1951,11
bloomwi01,Willie Bloomquist,R,R,2002,2015,14
blowemi01,Mike Blowers,R,R,1989,1999,11
bluegos01,Ossie Bluege,R,R,1922,1939,18
bluelu01,Lu Blue,B,L,1921,1933,13
bluevi01,Vida Blue,B,L,1969,1986,17
blumge01,Geoff Blum,B,R,1999,2012,14
blylebe01,Bert Blyleven,R,R,1970,1992,22
boccajo01,John Boccabella,R,R,1963,1974,12
bochtbr01,Bruce Bochte,L,L,1974,1986,12
boddimi01,Mike Boddicker,R,R,1980,1993,14
boehrbr01,Brian Boehringer,B,R,1995,2004,10
boevejo01,Joe Boever,R,R,1985,1996,12
boggswa01,Wade Boggs,L,R,1982,1999,18
bohanbr01,Brian Bohanon,L,L,1990,2001,12
bolinbo01,Bobby Bolin,R,R,1961,1973,13
bollifr01,Frank Bolling,R,R,1954,1966,12
bondsba01,Barry Bonds,L,L,1986,2007,22
bondsbo01,Bobby Bonds,R,R,1968,1981,14
bondto01,Tommy Bond,R,R,1874,1884,10
bonesri01,Ricky Bones,R,R,1991,2001,11
bonhabi01,Bill Bonham,R,R,1971,1980,10
bonhati01,Tiny Bonham,R,R,1940,1949,10
bonifem01,Emilio Bonifacio,B,R,2007,2020,12
bonilbo01,Bobby Bonilla,B,R,1986,2001,16
bonneba01,Barry Bonnell,R,R,1977,1986,10
booneaa01,Aaron Boone,R,R,1997,2009,12
boonebo01,Bob Boone,R,R,1972,1990,19
boonebr01,Bret Boone,R,R,1992,2005,14
boonera01,Ray Boone,R,R,1948,1960,13
borbope01,Pedro Borbon,R,R,1969,1980,12
bordafr01,Frenchy Bordagaray,R,R,1934,1945,11
bordepa01,Pat Borders,R,R,1988,2005,17
bordimi01,Mike Bordick,R,R,1990,2003,14
borowha01,Hank Borowy,R,R,1942,1951,10
borowjo01,Joe Borowski,R,R,1995,2008,12
bosioch01,Chris Bosio,R,R,1986,1996,11
bosleth01,Thad Bosley,L,L,1977,1990,14
bosmadi01,Dick Bosman,R,R,1966,1976,11
bostoda01,Daryl Boston,L,L,1984,1994,11
bosweke01,Ken Boswell,L,R,1967,1977,11
bottari01,Ricky Bottalico,L,R,1994,2005,12
bottoji01,Jim Bottomley,L,L,1922,1937,16
boudrlo01,Lou Boudreau,R,R,1938,1952,15
bourjpe01,Peter Bourjos,R,R,2010,2019,10
bournmi01,Michael Bourn,L,R,2006,2016,11
boutoji01,Jim Bouton,R,R,1962,1978,10
bowala01,Larry Bowa,B,R,1970,1985,16
bowerfr01,Frank Bowerman,R,R,1895,1909,15
bowmajo01,Joe Bowman,L,R,1932,1945,11
boydoi01,Oil Can Boyd,R,R,1982,1991,10
boyerbl01,Blaine Boyer,R,R,2005,2018,12
boyercl02,Clete Boyer,R,R,1955,1971,16
boyerke01,Ken Boyer,R,R,1955,1969,15
boyleja01,Jack Boyle,R,R,1886,1898,13
brachbr01,Brad Brach,R,R,2011,2020,10
bradfbu01,Buddy Bradford,R,R,1966,1976,11
bradfch01,Chad Bradford,R,R,1998,2009,12
bradlbi01,Bill Bradley,R,R,1899,1915,14
bradlge01,George Bradley,R,R,1875,1888,11
bradlmi01,Milton Bradley,B,R,2000,2011,12
braggda01,Darren Bragg,L,R,1994,2004,11
brancra01,Ralph Branca,R,R,1944,1956,12
branded01,Ed Brandt,L,L,1928,1938,11
brandja01,Jackie Brandt,R,R,1956,1967,11
branski01,Kitty Bransfield,R,R,1898,1911,12
brantje01,Jeff Brantley,R,R,1988,2001,14
brantmi02,Michael Brantley,L,L,2009,2020,12
branyru01,Russell Branyan,L,R,1998,2011,14
braunry02,Ryan Braun,R,R,2007,2020,14
braunst01,Steve Braun,L,R,1971,1985,15
braxtga01,Garland Braxton,B,L,1921,1933,10
brazlal01,Al Brazle,L,L,1943,1954,10
breamsi01,Sid Bream,L,L,1983,1994,12
brechha01,Harry Brecheen,L,L,1940,1953,12
breitte01,Theodore Breitenstein,L,L,1891,1901,11
breslcr01,Craig Breslow,L,L,2005,2017,12
bresnro01,Roger Bresnahan,R,R,1897,1915,17
bressed01,Eddie Bressoud,R,R,1956,1967,12
bressru01,Rube Bressler,R,L,1914,1932,19
brettge01,George Brett,L,R,1973,1993,21
brettke01,Ken Brett,L,L,1967,1981,14
breweji01,Jim Brewer,L,L,1960,1976,17
bridgro01,Rocky Bridges,R,R,1951,1961,11
bridgto01,Tommy Bridges,R,R,1930,1946,16
bridwal01,Al Bridwell,L,R,1905,1915,11
briggjo02,John Briggs,L,L,1964,1975,12
brilene01,Nelson Briles,R,R,1965,1978,14
brinked01,Ed Brinkman,R,R,1961,1975,15
brittza01,Zack Britton,L,L,2011,2020,10
brocado01,Doug Brocail,L,R,1992,2009,15
brockgr01,Greg Brock,L,R,1982,1991,10
brocklo01,Lou Brock,L,L,1961,1979,19
brodist01,Steve Brodie,L,R,1890,1902,12
brookhu01,Hubie Brooks,R,R,1980,1994,15
brookto01,Tom Brookens,R,R,1979,1990,12
brosisc01,Scott Brosius,R,R,1991,2001,11
broutda01,Dan Brouthers,L,L,1879,1904,19
browncl01,Clint Brown,L,R,1928,1942,15
brownem01,Emil Brown,R,R,1997,2009,10
brownga01,Gates Brown,L,R,1963,1975,13
brownge01,George Browne,L,R,1901,1912,12
brownha01,Hal Brown,R,R,1951,1964,14
brownje01,Jerry Browne,B,R,1986,1995,10
brownju01,Jumbo Brown,R,R,1925,1941,12
brownke01,Kevin Brown,R,R,1986,2005,19
brownla01,Larry Brown,R,R,1963,1974,12
brownll01,Lloyd Brown,L,L,1925,1940,12
brownma01,Mace Brown,R,R,1935,1946,10
brownmo01,Mordecai Brown,B,R,1903,1916,14
brownol02,Ollie Brown,R,R,1965,1977,13
brownpe01,Pete Browning,R,R,1882,1894,13
brownto01,Tom Brown,L,R,1882,1898,17
brownto05,Tom Browning,L,L,1984,1995,12
broxtjo01,Jonathan Broxton,R,R,2005,2017,13
brubabi01,Bill Brubaker,R,R,1932,1943,10
bruceja01,Jay Bruce,L,L,2008,2020,13
brunato01,Tom Brunansky,R,R,1981,1994,14
brunege01,George Brunet,R,L,1956,1971,15
brutobi01,Bill Bruton,L,R,1953,1964,12
buchhcl01,Clay Buchholz,L,R,2007,2019,13
buckjo01,John Buck,R,R,2004,2014,11
bucknbi01,Bill Buckner,L,L,1969,1990,22
buechst01,Steve Buechele,R,R,1985,1995,11
buehrma01,Mark Buehrle,L,L,2000,2015,16
buffich01,Charlie Buffinton,R,R,1882,1892,11
bufordo01,Don Buford,B,R,1963,1972,10
buhlbo01,Bob Buhl,R,R,1953,1967,15
buhneja01,Jay Buhner,R,R,1987,2001,15
bumbral01,Al Bumbry,L,R,1972,1985,14
bumgama01,Madison Bumgarner,R,L,2009,2020,12
bunniji01,Jim Bunning,R,R,1955,1971,17
burbada01,Dave Burba,R,R,1990,2004,15
burdele01,Lew Burdette,R,R,1950,1967,18
burdoja01,Jack Burdock,R,R,1872,1891,18
burgesm01,Smoky Burgess,L,R,1949,1967,18
burgmto01,Tom Burgmeier,L,L,1968,1984,17
burkebo01,Bobby Burke,L,L,1927,1937,10
burkeje01,Jesse Burkett,L,L,1890,1905,16
burkejo03,John Burkett,R,R,1987,2003,15
burksel01,Ellis Burks,R,R,1987,2004,18
burleri01,Rick Burleson,R,R,1974,1987,13
burneaj01,A. J. Burnett,R,R,1999,2015,17
burnije01,Jeromy Burnitz,L,R,1993,2006,14
burnsge01,George Burns,R,R,1911,1925,15
burnsge02,George Burns,R,R,1914,1929,16
burnsoy01,Oyster Burns,R,R,1884,1895,11
burnsto01,Tom Burns,R,R,1880,1892,13
burrepa01,Pat Burrell,R,R,2000,2011,12
burrira01,Ray Burris,R,R,1973,1987,15
burroje01,Jeff Burroughs,R,R,1970,1985,16
busbyji01,Jim Busby,R,R,1950,1962,13
bushdo01,Donie Bush,B,R,1908,1923,16
bushgu01,Guy Bush,R,R,1923,1945,17
bushjo01,Bullet Joe Bush,R,R,1912,1928,17
bushodo01,Doc Bushong,R,R,1875,1890,13
bushra01,Randy Bush,L,L,1982,1993,12
butchma01,Max Butcher,R,R,1936,1945,10
buterdr01,Drew Butera,R,R,2010,2020,11
butlebi03,Billy Butler,R,R,2007,2016,10
butlebr01,Brett Butler,L,L,1981,1997,17
buzhajo01,John Buzhardt,R,R,1958,1968,11
byerlbu01,Bud Byerly,R,R,1943,1960,11
byrdati01,Tim Byrdak,L,L,1998,2013,12
byrdma01,Marlon Byrd,R,R,2002,2016,15
byrdpa01,Paul Byrd,R,R,1995,2009,14
byrnebo01,Bobby Byrne,R,R,1907,1917,11
byrneer01,Eric Byrnes,R,R,2000,2010,11
byrneto01,Tommy Byrne,L,L,1943,1957,13
cabelen01,Enos Cabell,R,R,1972,1986,15
cabreas01,Asdrubal Cabrera,B,R,2007,2020,14
cabreme01,Melky Cabrera,B,L,2005,2019,15
cabremi01,Miguel Cabrera,R,R,2003,2020,18
cabreor01,Orlando Cabrera,R,R,1997,2011,15
cadargr01,Greg Cadaret,L,L,1987,1998,10
cadorle01,Leon Cadore,R,R,1915,1924,10
cahiltr01,Trevor Cahill,R,R,2009,2020,12
cainlo01,Lorenzo Cain,R,R,2010,2020,11
cainma01,Matt Cain,R,R,2005,2017,13
cairomi01,Miguel Cairo,R,R,1996,2012,17
caldeiv01,Ivan Calderon,R,R,1984,1993,10
caldwmi01,Mike Caldwell,R,L,1971,1984,14
caldwra02,Ray Caldwell,L,R,1910,1921,12
callaal01,Alberto Callaspo,B,R,2006,2015,10
callani01,Jimmy Callahan,R,R,1894,1913,13
callijo01,Johnny Callison,L,R,1958,1973,16
camacer01,Ernie Camacho,R,R,1980,1990,10
camermi01,Mike Cameron,R,R,1995,2011,17
camildo01,Dolph Camilli,L,L,1933,1945,12
caminke01,Ken Caminiti,B,R,1987,2001,15
camniho01,Howie Camnitz,R,R,1904,1915,11
campabe01,Bert Campaneris,R,R,1964,1983,19
camparo01,Roy Campanella,R,R,1948,1957,10
campbbi02,Bill Campbell,R,R,1973,1987,15
campbbr01,Bruce Campbell,L,R,1930,1942,13
campsh01,Shawn Camp,R,R,2004,2014,11
candejo01,John Candelaria,L,L,1975,1993,19
candito01,Tom Candiotti,R,R,1983,1999,16
cangejo01,John Cangelosi,B,L,1985,1999,13
cannich01,Chris Cannizzaro,R,R,1960,1974,13
canoro01,Robinson Cano,L,R,2005,2020,16
cansejo01,Jose Canseco,R,R,1985,2001,17
cantwbe01,Ben Cantwell,R,R,1927,1937,11
capuach01,Chris Capuano,L,L,2003,2016,12
carbobe01,Bernie Carbo,L,R,1969,1980,12
cardejo02,Jose Cardenal,R,R,1963,1980,18
cardele01,Leo Cardenas,R,R,1960,1975,16
cardwdo01,Don Cardwell,R,R,1957,1970,14
carewro01,Rod Carew,L,R,1967,1985,19
careyan01,Andy Carey,R,R,1952,1962,11
careyma01,Max Carey,B,R,1910,1929,20
carlsha01,Hal Carlson,R,R,1917,1930,14
carltst01,Steve Carlton,L,L,1965,1988,24
carmado01,Don Carman,L,L,1983,1992,10
carmofa01,Roberto Hernandez,R,R,2006,2016,11
carpech01,Chris Carpenter,R,R,1997,2012,15
carpehi01,Hick Carpenter,R,L,1879,1892,12
carpema01,Matt Carpenter,L,R,2011,2020,10
carraca01,Carlos Carrasco,R,R,2009,2020,11
carrach01,Chico Carrasquel,R,R,1950,1959,10
carragi01,Giovanni Carrara,R,R,1995,2006,10
carrahe01,Hector Carrasco,R,R,1994,2007,12
carrema01,Mark Carreon,R,L,1987,1996,10
carribi02,Bill Carrigan,R,R,1906,1916,10
carrocl01,Cliff Carroll,B,R,1882,1893,11
carrocl02,Clay Carroll,R,R,1964,1978,15
carroja01,Jamey Carroll,R,R,2002,2013,12
carseki01,Kid Carsey,L,R,1891,1901,10
cartega01,Gary Carter,R,R,1974,1992,19
cartejo01,Joe Carter,R,R,1983,1998,16
cartyri01,Rico Carty,R,R,1963,1979,15
carutbo01,Bob Caruthers,L,R,1884,1893,10
casanpa01,Paul Casanova,R,R,1965,1974,10
casege01,George Case,R,R,1937,1947,11
caseydo01,Doc Casey,B,R,1898,1907,10
caseyse01,Sean Casey,L,R,1997,2008,12
cashda01,Dave Cash,R,R,1969,1980,12
cashnan01,Andrew Cashner,R,R,2010,2019,10
cashno01,Norm Cash,L,L,1958,1974,17
cassijo01,John Cassidy,R,L,1875,1885,11
castege01,George Caster,R,R,1934,1946,12
castial01,Alberto Castillo,R,R,1995,2007,12
castica01,Carmelo Castillo,R,R,1982,1991,10
castifr01,Frank Castillo,R,R,1991,2005,13
castilu01,Luis Castillo,B,R,1996,2010,15
castito02,Tony Castillo,L,L,1988,1998,10
castivi02,Vinny Castilla,R,R,1991,2006,16
castiwe01,Welington Castillo,R,R,2010,2019,10
castrbi01,Bill Castro,R,R,1974,1983,10
castrja01,Jason Castro,L,R,2010,2020,10
castrju01,Juan Castro,R,R,1995,2011,17
castrra01,Ramon Castro,R,R,1999,2011,13
castrst01,Starlin Castro,R,R,2010,2020,11
catalfr01,Frank Catalanotto,L,R,1997,2010,14
caterda01,Danny Cater,R,R,1964,1975,12
causewa01,Wayne Causey,L,R,1955,1968,11
cavarph01,Phil Cavarretta,L,L,1934,1955,22
cecilbr01,Brett Cecil,R,L,2009,2018,10
cedence01,Cesar Cedeno,R,R,1970,1986,17
cedenro01,Roger Cedeno,B,R,1995,2005,11
cedenro02,Ronny Cedeno,R,R,2005,2014,10
cepedor01,Orlando Cepeda,R,R,1958,1974,17
ceronri01,Rick Cerone,R,R,1975,1992,18
cervbo01,Bob Cerv,R,R,1951,1962,12
cervefr01,Francisco Cervelli,R,R,2008,2020,13
ceyro01,Ron Cey,R,R,1971,1987,17
chacijh01,Jhoulys Chacin,R,R,2009,2020,12
chambch01,Chris Chambliss,L,R,1971,1988,17
chambel01,Ice Box Chamberlain,R,R,1886,1896,10
chambjo03,Joba Chamberlain,R,R,2007,2016,10
chancde01,Dean Chance,R,R,1961,1971,11
chancfr01,Frank Chance,R,R,1898,1914,17
chandsp01,Spud Chandler,R,R,1937,1947,11
chaneda01,Darrel Chaney,B,R,1969,1979,11
chapmar01,Aroldis Chapman,L,L,2010,2020,11
chapmbe01,Ben Chapman,R,R,1930,1946,15
chapmsa01,Sam Chapman,R,R,1938,1951,11
charlno01,Norm Charlton,B,L,1988,2001,13
chaseha01,Hal Chase,R,L,1905,1919,15
